id,texto,costo
q_x62,¿Tiene variable_62?,2
q_x63,¿Tiene variable_63?,2
q_x64,¿Tiene variable_64?,100
q_x65,¿Tiene variable_65?,100
q_x66,¿Tiene variable_66?,5
q_x67,¿Tiene variable_67?,2
q_x68,¿Tiene variable_68?,1
q_x69,¿Tiene variable_69?,1
q_x70,¿Tiene variable_70?,1
q_x71,¿Tiene variable_71?,100
q_x72,¿Tiene variable_72?,5
q_x73,¿Tiene variable_73?,5
q_x74,¿Tiene variable_74?,0
q_x75,¿Tiene variable_75?,1
q_x76,¿Tiene variable_76?,5
q_x77,¿Tiene variable_77?,1
q_x78,¿Tiene variable_78?,5
q_x79,¿Tiene variable_79?,5
q_x80,¿Tiene variable_80?,1
q_x81,¿Tiene variable_81?,2
q_x82,¿Tiene variable_82?,1
q_x83,¿Tiene variable_83?,2
q_x84,¿Tiene variable_84?,1
q_x85,¿Tiene variable_85?,100
q_x86,¿Tiene variable_86?,2
q_x87,¿Tiene variable_87?,5
q_x88,¿Tiene variable_88?,2
q_x89,¿Tiene variable_89?,100
q_x90,¿Tiene variable_90?,1
q_x91,¿Tiene variable_91?,5
q_x92,¿Tiene variable_92?,5
q_x93,¿Tiene variable_93?,100
q_x94,¿Tiene variable_94?,1
q_x95,¿Tiene variable_95?,1
q_x96,¿Tiene variable_96?,2
q_x97,¿Tiene variable_97?,1
q_x98,¿Tiene variable_98?,2
q_x99,¿Tiene variable_99?,1
q_x100,¿Tiene variable_100?,0
q_x101,¿Tiene variable_101?,1
q_x102,¿Tiene variable_102?,2
q_x103,¿Tiene variable_103?,1
q_x104,¿Tiene variable_104?,1
q_x105,¿Tiene variable_105?,100
q_x106,¿Tiene variable_106?,2
q_x107,¿Tiene variable_107?,1
q_x108,¿Tiene variable_108?,5
q_x109,¿Tiene variable_109?,0
q_x110,¿Tiene variable_110?,1
q_x111,¿Tiene variable_111?,1
q_x112,¿Tiene variable_112?,0
q_x113,¿Tiene variable_113?,5
q_x114,¿Tiene variable_114?,2
q_x115,¿Tiene variable_115?,0
q_x116,¿Tiene variable_116?,100
q_x117,¿Tiene variable_117?,0
q_x118,¿Tiene variable_118?,1
q_x119,¿Tiene variable_119?,1
q_x120,¿Tiene variable_120?,100
q_x121,¿Tiene variable_121?,5
q_x122,¿Tiene variable_122?,2
q_x123,¿Tiene variable_123?,1
q_x124,¿Tiene variable_124?,1
q_x125,¿Tiene variable_125?,1
q_x126,¿Tiene variable_126?,0
q_x127,¿Tiene variable_127?,100
q_x128,¿Tiene variable_128?,0
q_x129,¿Tiene variable_129?,0
q_x130,¿Tiene variable_130?,5
q_x131,¿Tiene variable_131?,0
q_x132,¿Tiene variable_132?,2
q_x133,¿Tiene variable_133?,1
q_x134,¿Tiene variable_134?,100
q_x135,¿Tiene variable_135?,0
q_x136,¿Tiene variable_136?,5
q_x137,¿Tiene variable_137?,100
q_x138,¿Tiene variable_138?,100
q_x139,¿Tiene variable_139?,1
q_x140,¿Tiene variable_140?,2
q_x141,¿Tiene variable_141?,0
q_x142,¿Tiene variable_142?,100
q_x143,¿Tiene variable_143?,5
q_x144,¿Tiene variable_144?,1
q_x145,¿Tiene variable_145?,5
q_x146,¿Tiene variable_146?,2
q_x147,¿Tiene variable_147?,1
q_x148,¿Tiene variable_148?,1
q_x149,¿Tiene variable_149?,100
q_x150,¿Tiene variable_150?,5
q_x151,¿Tiene variable_151?,5
q_x152,¿Tiene variable_152?,0
q_x153,¿Tiene variable_153?,5
q_x154,¿Tiene variable_154?,2
q_x155,¿Tiene variable_155?,1
q_x156,¿Tiene variable_156?,0
q_x157,¿Tiene variable_157?,100
q_x158,¿Tiene variable_158?,5
q_x159,¿Tiene variable_159?,1
q_x160,¿Tiene variable_160?,1
q_x161,¿Tiene variable_161?,0
q_x162,¿Tiene variable_162?,5
q_x163,¿Tiene variable_163?,2
q_x164,¿Tiene variable_164?,100
q_x165,¿Tiene variable_165?,5
q_x166,¿Tiene variable_166?,100
q_x167,¿Tiene variable_167?,0
q_x168,¿Tiene variable_168?,1
q_x169,¿Tiene variable_169?,0
q_x170,¿Tiene variable_170?,1
q_x171,¿Tiene variable_171?,100
q_x172,¿Tiene variable_172?,1
q_x173,¿Tiene variable_173?,1
q_x174,¿Tiene variable_174?,2
q_x175,¿Tiene variable_175?,2
q_x176,¿Tiene variable_176?,1
q_x177,¿Tiene variable_177?,1
q_x178,¿Tiene variable_178?,1
q_x179,¿Tiene variable_179?,5
q_x180,¿Tiene variable_180?,2
q_x181,¿Tiene variable_181?,2
q_x182,¿Tiene variable_182?,5
q_x183,¿Tiene variable_183?,100
q_x184,¿Tiene variable_184?,2
q_x185,¿Tiene variable_185?,1
q_x186,¿Tiene variable_186?,5
q_x187,¿Tiene variable_187?,1
q_x188,¿Tiene variable_188?,2
q_x189,¿Tiene variable_189?,2
q_x190,¿Tiene variable_190?,1
q_x191,¿Tiene variable_191?,2
q_x192,¿Tiene variable_192?,5
q_x193,¿Tiene variable_193?,100
q_x194,¿Tiene variable_194?,1
q_x195,¿Tiene variable_195?,0
q_x196,¿Tiene variable_196?,0
q_x197,¿Tiene variable_197?,2
q_x198,¿Tiene variable_198?,1
q_x199,¿Tiene variable_199?,5
q_x200,¿Tiene variable_200?,1
q_x201,¿Tiene variable_201?,1
q_x202,¿Tiene variable_202?,2
q_x203,¿Tiene variable_203?,1
q_x204,¿Tiene variable_204?,1
q_x205,¿Tiene variable_205?,1
q_x206,¿Tiene variable_206?,2
q_x207,¿Tiene variable_207?,1
q_x208,¿Tiene variable_208?,2
q_x209,¿Tiene variable_209?,100
q_x210,¿Tiene variable_210?,2
q_x211,¿Tiene variable_211?,2
q_x212,¿Tiene variable_212?,5
q_x213,¿Tiene variable_213?,100
q_x214,¿Tiene variable_214?,2
q_x215,¿Tiene variable_215?,2
q_x216,¿Tiene variable_216?,2
q_x217,¿Tiene variable_217?,1
q_x218,¿Tiene variable_218?,1
q_x219,¿Tiene variable_219?,100
q_x220,¿Tiene variable_220?,0
q_x221,¿Tiene variable_221?,100
q_x222,¿Tiene variable_222?,1
q_x223,¿Tiene variable_223?,2
q_x224,¿Tiene variable_224?,1
q_x225,¿Tiene variable_225?,0
q_x226,¿Tiene variable_226?,1
q_x227,¿Tiene variable_227?,5
q_x228,¿Tiene variable_228?,2
q_x229,¿Tiene variable_229?,0
q_x230,¿Tiene variable_230?,1
q_x231,¿Tiene variable_231?,0
q_x232,¿Tiene variable_232?,1
q_x233,¿Tiene variable_233?,2
q_x234,¿Tiene variable_234?,2
q_x235,¿Tiene variable_235?,5
q_x236,¿Tiene variable_236?,5
q_x237,¿Tiene variable_237?,1
q_x238,¿Tiene variable_238?,0
q_x239,¿Tiene variable_239?,1
q_x240,¿Tiene variable_240?,100
q_x241,¿Tiene variable_241?,5
q_x242,¿Tiene variable_242?,0
q_x243,¿Tiene variable_243?,100
q_x244,¿Tiene variable_244?,5
q_x245,¿Tiene variable_245?,0
q_x246,¿Tiene variable_246?,1
q_x247,¿Tiene variable_247?,5
q_x248,¿Tiene variable_248?,1
q_x249,¿Tiene variable_249?,5
q_x250,¿Tiene variable_250?,2
q_x251,¿Tiene variable_251?,5
q_x252,¿Tiene variable_252?,5
q_x253,¿Tiene variable_253?,1
q_x254,¿Tiene variable_254?,1
q_x255,¿Tiene variable_255?,1
q_x256,¿Tiene variable_256?,1
q_x257,¿Tiene variable_257?,0
q_x258,¿Tiene variable_258?,1
q_x259,¿Tiene variable_259?,100
q_x260,¿Tiene variable_260?,1
q_x261,¿Tiene variable_261?,5
q_x262,¿Tiene variable_262?,2
q_x263,¿Tiene variable_263?,2
q_x264,¿Tiene variable_264?,2
q_x265,¿Tiene variable_265?,100
q_x266,¿Tiene variable_266?,1
q_x267,¿Tiene variable_267?,100
q_x268,¿Tiene variable_268?,1
q_x269,¿Tiene variable_269?,1
q_x270,¿Tiene variable_270?,1
q_x271,¿Tiene variable_271?,100
q_x272,¿Tiene variable_272?,0
q_x273,¿Tiene variable_273?,0
q_x274,¿Tiene variable_274?,0
q_x275,¿Tiene variable_275?,1
q_x276,¿Tiene variable_276?,1
q_x277,¿Tiene variable_277?,1
q_x278,¿Tiene variable_278?,5
q_x279,¿Tiene variable_279?,1
q_x280,¿Tiene variable_280?,0
q_x281,¿Tiene variable_281?,100
q_x282,¿Tiene variable_282?,2
q_x283,¿Tiene variable_283?,1
q_x284,¿Tiene variable_284?,0
q_x285,¿Tiene variable_285?,5
q_x286,¿Tiene variable_286?,5
q_x287,¿Tiene variable_287?,2
q_x288,¿Tiene variable_288?,100
q_x289,¿Tiene variable_289?,1
q_x290,¿Tiene variable_290?,100
q_x291,¿Tiene variable_291?,0
q_x292,¿Tiene variable_292?,0
q_x293,¿Tiene variable_293?,2
q_x294,¿Tiene variable_294?,1
q_x295,¿Tiene variable_295?,1
q_x296,¿Tiene variable_296?,0
q_x297,¿Tiene variable_297?,5
q_x298,¿Tiene variable_298?,0
q_x299,¿Tiene variable_299?,1
q_x300,¿Tiene variable_300?,0
q_x301,¿Tiene variable_301?,1
q_x302,¿Tiene variable_302?,100
q_x303,¿Tiene variable_303?,100
q_x304,¿Tiene variable_304?,2
q_x305,¿Tiene variable_305?,100
q_x306,¿Tiene variable_306?,5
q_x307,¿Tiene variable_307?,0
q_x308,¿Tiene variable_308?,100
q_x309,¿Tiene variable_309?,1
q_x310,¿Tiene variable_310?,5
q_x311,¿Tiene variable_311?,2
q_x312,¿Tiene variable_312?,1
q_x313,¿Tiene variable_313?,1
q_x314,¿Tiene variable_314?,100
q_x315,¿Tiene variable_315?,2
q_x316,¿Tiene variable_316?,0
q_x317,¿Tiene variable_317?,2
q_x318,¿Tiene variable_318?,1
q_x319,¿Tiene variable_319?,2
q_x320,¿Tiene variable_320?,1
q_x321,¿Tiene variable_321?,1
q_x322,¿Tiene variable_322?,1
q_x323,¿Tiene variable_323?,5
q_x324,¿Tiene variable_324?,0
q_x325,¿Tiene variable_325?,2
q_x326,¿Tiene variable_326?,100
q_x327,¿Tiene variable_327?,5
q_x328,¿Tiene variable_328?,5
q_x329,¿Tiene variable_329?,2
q_x330,¿Tiene variable_330?,5
q_x331,¿Tiene variable_331?,1
q_x332,¿Tiene variable_332?,0
q_x333,¿Tiene variable_333?,100
q_x334,¿Tiene variable_334?,100
q_x335,¿Tiene variable_335?,1
q_x336,¿Tiene variable_336?,1
q_x337,¿Tiene variable_337?,2
q_x338,¿Tiene variable_338?,1
q_x339,¿Tiene variable_339?,1
q_x340,¿Tiene variable_340?,1
q_x341,¿Tiene variable_341?,1
q_x342,¿Tiene variable_342?,0
q_x343,¿Tiene variable_343?,100
q_x344,¿Tiene variable_344?,100
q_x345,¿Tiene variable_345?,2
q_x346,¿Tiene variable_346?,0
q_x347,¿Tiene variable_347?,2
q_x348,¿Tiene variable_348?,5
q_x349,¿Tiene variable_349?,0
q_x350,¿Tiene variable_350?,5
q_x351,¿Tiene variable_351?,1
q_x352,¿Tiene variable_352?,0
q_x353,¿Tiene variable_353?,2
q_x354,¿Tiene variable_354?,2
q_x355,¿Tiene variable_355?,0
q_x356,¿Tiene variable_356?,0
q_x357,¿Tiene variable_357?,1
q_x358,¿Tiene variable_358?,0
q_x359,¿Tiene variable_359?,1
q_x360,¿Tiene variable_360?,2
q_x361,¿Tiene variable_361?,5
q_x362,¿Tiene variable_362?,1
q_x363,¿Tiene variable_363?,2
q_x364,¿Tiene variable_364?,1
q_x365,¿Tiene variable_365?,100
q_x366,¿Tiene variable_366?,0
q_x367,¿Tiene variable_367?,2
q_x368,¿Tiene variable_368?,1
q_x369,¿Tiene variable_369?,5
q_x370,¿Tiene variable_370?,5
q_x371,¿Tiene variable_371?,1
q_x372,¿Tiene variable_372?,1
q_x373,¿Tiene variable_373?,2
q_x374,¿Tiene variable_374?,5
q_x375,¿Tiene variable_375?,1
q_x376,¿Tiene variable_376?,100
q_x377,¿Tiene variable_377?,1
q_x378,¿Tiene variable_378?,0
q_x379,¿Tiene variable_379?,1
q_x380,¿Tiene variable_380?,2
q_x381,¿Tiene variable_381?,5
q_x382,¿Tiene variable_382?,100
q_x383,¿Tiene variable_383?,0
q_x384,¿Tiene variable_384?,1
q_x385,¿Tiene variable_385?,0
q_x386,¿Tiene variable_386?,1
q_x387,¿Tiene variable_387?,0
q_x388,¿Tiene variable_388?,1
q_x389,¿Tiene variable_389?,1
q_x390,¿Tiene variable_390?,1
q_x391,¿Tiene variable_391?,0
q_x392,¿Tiene variable_392?,0
q_x393,¿Tiene variable_393?,1
q_x394,¿Tiene variable_394?,2
q_x395,¿Tiene variable_395?,2
q_x396,¿Tiene variable_396?,5
q_x397,¿Tiene variable_397?,2
q_x398,¿Tiene variable_398?,2
q_x399,¿Tiene variable_399?,1
q_x400,¿Tiene variable_400?,5
q_x401,¿Tiene variable_401?,0
q_x402,¿Tiene variable_402?,100
q_x403,¿Tiene variable_403?,0
q_x404,¿Tiene variable_404?,5
q_x405,¿Tiene variable_405?,2
q_x406,¿Tiene variable_406?,100
q_x407,¿Tiene variable_407?,5
q_x408,¿Tiene variable_408?,1
q_x409,¿Tiene variable_409?,100
q_x410,¿Tiene variable_410?,2
q_x411,¿Tiene variable_411?,1
q_x412,¿Tiene variable_412?,1
q_x413,¿Tiene variable_413?,5
q_x414,¿Tiene variable_414?,2
q_x415,¿Tiene variable_415?,2
q_x416,¿Tiene variable_416?,100
q_x417,¿Tiene variable_417?,1
q_x418,¿Tiene variable_418?,2
q_x419,¿Tiene variable_419?,100
q_x420,¿Tiene variable_420?,1
q_x421,¿Tiene variable_421?,1
q_x422,¿Tiene variable_422?,5
q_x423,¿Tiene variable_423?,1
q_x424,¿Tiene variable_424?,0
q_x425,¿Tiene variable_425?,5
q_x426,¿Tiene variable_426?,2
q_x427,¿Tiene variable_427?,1
q_x428,¿Tiene variable_428?,5
q_x429,¿Tiene variable_429?,0
q_x430,¿Tiene variable_430?,1
q_x431,¿Tiene variable_431?,2
q_x432,¿Tiene variable_432?,100
q_x433,¿Tiene variable_433?,2
q_x434,¿Tiene variable_434?,5
q_x435,¿Tiene variable_435?,0
q_x436,¿Tiene variable_436?,5
q_x437,¿Tiene variable_437?,1
q_x438,¿Tiene variable_438?,100
q_x439,¿Tiene variable_439?,0
q_x440,¿Tiene variable_440?,5
q_x441,¿Tiene variable_441?,1
q_x442,¿Tiene variable_442?,5
q_x443,¿Tiene variable_443?,100
q_x444,¿Tiene variable_444?,1
q_x445,¿Tiene variable_445?,0
q_x446,¿Tiene variable_446?,1
q_x447,¿Tiene variable_447?,2
q_x448,¿Tiene variable_448?,0
q_x449,¿Tiene variable_449?,5
q_x450,¿Tiene variable_450?,100
q_x451,¿Tiene variable_451?,0
q_x452,¿Tiene variable_452?,100
q_x453,¿Tiene variable_453?,1
q_x454,¿Tiene variable_454?,5
q_x455,¿Tiene variable_455?,0
q_x456,¿Tiene variable_456?,0
q_x457,¿Tiene variable_457?,2
q_x458,¿Tiene variable_458?,100
q_x459,¿Tiene variable_459?,2
q_x460,¿Tiene variable_460?,5
q_x461,¿Tiene variable_461?,100
q_x462,¿Tiene variable_462?,5
q_x463,¿Tiene variable_463?,2
q_x464,¿Tiene variable_464?,2
q_x465,¿Tiene variable_465?,1
q_x466,¿Tiene variable_466?,2
q_x467,¿Tiene variable_467?,5
q_x468,¿Tiene variable_468?,100
q_x469,¿Tiene variable_469?,1
q_x470,¿Tiene variable_470?,100
q_x471,¿Tiene variable_471?,5
q_x472,¿Tiene variable_472?,0
q_x473,¿Tiene variable_473?,1
q_x474,¿Tiene variable_474?,2
q_x475,¿Tiene variable_475?,1
q_x476,¿Tiene variable_476?,1
q_x477,¿Tiene variable_477?,100
q_x478,¿Tiene variable_478?,2
q_x479,¿Tiene variable_479?,1
q_x480,¿Tiene variable_480?,100
q_x481,¿Tiene variable_481?,100
q_x482,¿Tiene variable_482?,0
q_x483,¿Tiene variable_483?,1
q_x484,¿Tiene variable_484?,0
q_x485,¿Tiene variable_485?,1
q_x486,¿Tiene variable_486?,1
q_x487,¿Tiene variable_487?,1
q_x488,¿Tiene variable_488?,5
q_x489,¿Tiene variable_489?,1
q_x490,¿Tiene variable_490?,1
q_x491,¿Tiene variable_491?,1
q_x492,¿Tiene variable_492?,100
q_x493,¿Tiene variable_493?,1
q_x494,¿Tiene variable_494?,1
q_x495,¿Tiene variable_495?,2
q_x496,¿Tiene variable_496?,1
q_x497,¿Tiene variable_497?,1
q_x498,¿Tiene variable_498?,0
q_x499,¿Tiene variable_499?,0
q_x500,¿Tiene variable_500?,5
q_x501,¿Tiene variable_501?,1
q_x502,¿Tiene variable_502?,100
q_x503,¿Tiene variable_503?,2
q_x504,¿Tiene variable_504?,5
q_x505,¿Tiene variable_505?,5
q_x506,¿Tiene variable_506?,2
q_x507,¿Tiene variable_507?,100
q_x508,¿Tiene variable_508?,100
q_x509,¿Tiene variable_509?,100
q_x510,¿Tiene variable_510?,2
q_x511,¿Tiene variable_511?,1
q_x512,¿Tiene variable_512?,1
q_x513,¿Tiene variable_513?,5
q_x514,¿Tiene variable_514?,100
q_x515,¿Tiene variable_515?,5
q_x516,¿Tiene variable_516?,2
q_x517,¿Tiene variable_517?,1
q_x518,¿Tiene variable_518?,1
q_x519,¿Tiene variable_519?,2
q_x520,¿Tiene variable_520?,0
q_x521,¿Tiene variable_521?,0
q_x522,¿Tiene variable_522?,2
q_x523,¿Tiene variable_523?,1
q_x524,¿Tiene variable_524?,2
q_x525,¿Tiene variable_525?,2
q_x526,¿Tiene variable_526?,100
q_x527,¿Tiene variable_527?,0
q_x528,¿Tiene variable_528?,2
q_x529,¿Tiene variable_529?,1
q_x530,¿Tiene variable_530?,1
q_x531,¿Tiene variable_531?,1
q_x532,¿Tiene variable_532?,1
q_x533,¿Tiene variable_533?,1
q_x534,¿Tiene variable_534?,0
q_x535,¿Tiene variable_535?,1
q_x536,¿Tiene variable_536?,1
q_x537,¿Tiene variable_537?,0
q_x538,¿Tiene variable_538?,2
q_x539,¿Tiene variable_539?,2
q_x540,¿Tiene variable_540?,0
q_x541,¿Tiene variable_541?,1
q_x542,¿Tiene variable_542?,100
q_x543,¿Tiene variable_543?,1
q_x544,¿Tiene variable_544?,100
q_x545,¿Tiene variable_545?,1
q_x546,¿Tiene variable_546?,2
q_x547,¿Tiene variable_547?,0
q_x548,¿Tiene variable_548?,1
q_x549,¿Tiene variable_549?,2
q_x550,¿Tiene variable_550?,5
q_x551,¿Tiene variable_551?,1
q_x552,¿Tiene variable_552?,5
q_x553,¿Tiene variable_553?,1
q_x554,¿Tiene variable_554?,1
q_x555,¿Tiene variable_555?,100
q_x556,¿Tiene variable_556?,2
q_x557,¿Tiene variable_557?,2
q_x558,¿Tiene variable_558?,100
q_x559,¿Tiene variable_559?,0
q_x560,¿Tiene variable_560?,100
q_x561,¿Tiene variable_561?,0
q_x562,¿Tiene variable_562?,0
q_x563,¿Tiene variable_563?,5
q_x564,¿Tiene variable_564?,100
q_x565,¿Tiene variable_565?,1
q_x566,¿Tiene variable_566?,100
q_x567,¿Tiene variable_567?,0
q_x568,¿Tiene variable_568?,2
q_x569,¿Tiene variable_569?,2
q_x570,¿Tiene variable_570?,2
q_x571,¿Tiene variable_571?,100
q_x572,¿Tiene variable_572?,2
q_x573,¿Tiene variable_573?,2
q_x574,¿Tiene variable_574?,5
q_x575,¿Tiene variable_575?,100
q_x576,¿Tiene variable_576?,0
q_x577,¿Tiene variable_577?,1
q_x578,¿Tiene variable_578?,0
q_x579,¿Tiene variable_579?,5
q_x580,¿Tiene variable_580?,0
q_x581,¿Tiene variable_581?,5
q_x582,¿Tiene variable_582?,1
q_x583,¿Tiene variable_583?,100
q_x584,¿Tiene variable_584?,100
q_x585,¿Tiene variable_585?,0
q_x586,¿Tiene variable_586?,100
q_x587,¿Tiene variable_587?,1
q_x588,¿Tiene variable_588?,1
q_x589,¿Tiene variable_589?,1
q_x590,¿Tiene variable_590?,2
q_x591,¿Tiene variable_591?,2
q_x592,¿Tiene variable_592?,0
q_x593,¿Tiene variable_593?,0
q_x594,¿Tiene variable_594?,100
q_x595,¿Tiene variable_595?,2
q_x596,¿Tiene variable_596?,100
q_x597,¿Tiene variable_597?,1
q_x598,¿Tiene variable_598?,1
q_x599,¿Tiene variable_599?,100
q_x600,¿Tiene variable_600?,1
q_x601,¿Tiene variable_601?,100
q_x602,¿Tiene variable_602?,1
q_x603,¿Tiene variable_603?,1
q_x604,¿Tiene variable_604?,1
q_x605,¿Tiene variable_605?,1
q_x606,¿Tiene variable_606?,1
q_x607,¿Tiene variable_607?,1
q_x608,¿Tiene variable_608?,1
q_x609,¿Tiene variable_609?,100
q_x610,¿Tiene variable_610?,2
q_x611,¿Tiene variable_611?,0
q_x612,¿Tiene variable_612?,2
q_x613,¿Tiene variable_613?,1
q_x614,¿Tiene variable_614?,5
q_x615,¿Tiene variable_615?,1
q_x616,¿Tiene variable_616?,1
q_x617,¿Tiene variable_617?,2
q_x618,¿Tiene variable_618?,1
q_x619,¿Tiene variable_619?,5
q_x620,¿Tiene variable_620?,100
q_x621,¿Tiene variable_621?,0
q_x622,¿Tiene variable_622?,5
q_x623,¿Tiene variable_623?,0
q_x624,¿Tiene variable_624?,5
q_x625,¿Tiene variable_625?,0
q_x626,¿Tiene variable_626?,100
q_x627,¿Tiene variable_627?,5
q_x628,¿Tiene variable_628?,5
q_x629,¿Tiene variable_629?,0
q_x630,¿Tiene variable_630?,1
q_x631,¿Tiene variable_631?,0
q_x632,¿Tiene variable_632?,2
q_x633,¿Tiene variable_633?,0
q_x634,¿Tiene variable_634?,100
q_x635,¿Tiene variable_635?,1
q_x636,¿Tiene variable_636?,1
q_x637,¿Tiene variable_637?,100
q_x638,¿Tiene variable_638?,1
q_x639,¿Tiene variable_639?,100
q_x640,¿Tiene variable_640?,1
q_x641,¿Tiene variable_641?,0
q_x642,¿Tiene variable_642?,1
q_x643,¿Tiene variable_643?,1
q_x644,¿Tiene variable_644?,100
q_x645,¿Tiene variable_645?,2
q_x646,¿Tiene variable_646?,0
q_x647,¿Tiene variable_647?,0
q_x648,¿Tiene variable_648?,1
q_x649,¿Tiene variable_649?,1
q_x650,¿Tiene variable_650?,100
q_x651,¿Tiene variable_651?,1
q_x652,¿Tiene variable_652?,100
q_x653,¿Tiene variable_653?,1
q_x654,¿Tiene variable_654?,1
q_x655,¿Tiene variable_655?,2
q_x656,¿Tiene variable_656?,2
q_x657,¿Tiene variable_657?,100
q_x658,¿Tiene variable_658?,1
q_x659,¿Tiene variable_659?,0
q_x660,¿Tiene variable_660?,1
q_x661,¿Tiene variable_661?,100
q_x662,¿Tiene variable_662?,1
q_x663,¿Tiene variable_663?,100
q_x664,¿Tiene variable_664?,100
q_x665,¿Tiene variable_665?,0
q_x666,¿Tiene variable_666?,0
q_x667,¿Tiene variable_667?,2
q_x668,¿Tiene variable_668?,1
q_x669,¿Tiene variable_669?,1
q_x670,¿Tiene variable_670?,100
q_x671,¿Tiene variable_671?,0
q_x672,¿Tiene variable_672?,5
q_x673,¿Tiene variable_673?,2
q_x674,¿Tiene variable_674?,100
q_x675,¿Tiene variable_675?,100
q_x676,¿Tiene variable_676?,5
q_x677,¿Tiene variable_677?,0
q_x678,¿Tiene variable_678?,1
q_x679,¿Tiene variable_679?,100
q_x680,¿Tiene variable_680?,100
q_x681,¿Tiene variable_681?,2
q_x682,¿Tiene variable_682?,100
q_x683,¿Tiene variable_683?,5
q_x684,¿Tiene variable_684?,100
q_x685,¿Tiene variable_685?,100
q_x686,¿Tiene variable_686?,5
q_x687,¿Tiene variable_687?,100
q_x688,¿Tiene variable_688?,0
q_x689,¿Tiene variable_689?,0
q_x690,¿Tiene variable_690?,0
q_x691,¿Tiene variable_691?,100
q_x692,¿Tiene variable_692?,1
q_x693,¿Tiene variable_693?,5
q_x694,¿Tiene variable_694?,0
q_x695,¿Tiene variable_695?,1
q_x696,¿Tiene variable_696?,2
q_x697,¿Tiene variable_697?,100
q_x698,¿Tiene variable_698?,1
q_x699,¿Tiene variable_699?,100
q_x700,¿Tiene variable_700?,0
q_x701,¿Tiene variable_701?,100
q_x702,¿Tiene variable_702?,2
q_x703,¿Tiene variable_703?,2
q_x704,¿Tiene variable_704?,5
q_x705,¿Tiene variable_705?,1
q_x706,¿Tiene variable_706?,1
q_x707,¿Tiene variable_707?,100
q_x708,¿Tiene variable_708?,5
q_x709,¿Tiene variable_709?,5
q_x710,¿Tiene variable_710?,2
q_x711,¿Tiene variable_711?,1
q_x712,¿Tiene variable_712?,100
q_x713,¿Tiene variable_713?,2
q_x714,¿Tiene variable_714?,1
q_x715,¿Tiene variable_715?,0
q_x716,¿Tiene variable_716?,100
q_x717,¿Tiene variable_717?,1
q_x718,¿Tiene variable_718?,5
q_x719,¿Tiene variable_719?,5
q_x720,¿Tiene variable_720?,5
q_x721,¿Tiene variable_721?,100
q_x722,¿Tiene variable_722?,1
q_x723,¿Tiene variable_723?,1
q_x724,¿Tiene variable_724?,1
q_x725,¿Tiene variable_725?,5
q_x726,¿Tiene variable_726?,100
q_x727,¿Tiene variable_727?,2
q_x728,¿Tiene variable_728?,1
q_x729,¿Tiene variable_729?,5
q_x730,¿Tiene variable_730?,2
q_x731,¿Tiene variable_731?,0
q_x732,¿Tiene variable_732?,5
q_x733,¿Tiene variable_733?,1
q_x734,¿Tiene variable_734?,2
q_x735,¿Tiene variable_735?,2
q_x736,¿Tiene variable_736?,5
